,X.1,X,Chamber,Chamber_pos,FishID,sex,pop,Channel,length,mass,mass_kg,Date,Temp,Weekday,Replicate,fitSlope,r_squared,MO2_mg_hr,MO2_mg_hr_kg,fifth_perc_MO2_mg_hr,fifth_perc_MO2_mg_hr_kg,tenth_perc_MO2_mg_hr,tenth_perc_MO2_mg_hr_kg,Sensor_Name,slope_background_avg,fitSlope_background_corrected,MO2_mg_hr_background_corrected,MO2_mg_hr_kg_backgroun_corrected,fifth_perc_MO2_mg_hr_background_corrected,fifth_perc_MO2_mg_hr_kg_background_corrected,tenth_perc_MO2_mg_hr_background_corrected,tenth_perc_MO2_mg_hr_kg_background_corrected
557,557,557,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,10,12.61210219,0.999624944,8.78286617,852.7054534,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,9.41499857,6.556454364,636.5489674,3.914052191,380.0050671,4.510816523,437.9433517
558,558,558,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,12,12.24495073,0.999428917,8.527187772,827.8823079,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,9.047847117,6.300775967,611.725822,3.914052191,380.0050671,4.510816523,437.9433517
559,559,559,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,14,12.3591657,0.999356838,8.606725246,835.6043928,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,9.162062082,6.380313441,619.4479069,3.914052191,380.0050671,4.510816523,437.9433517
560,560,560,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,16,11.6993552,0.998772655,8.147243774,790.9945412,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.502251587,5.920831969,574.8380553,3.914052191,380.0050671,4.510816523,437.9433517
561,561,561,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,18,11.71690099,0.999755893,8.159462377,792.1808133,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.51979737,5.933050572,576.0243274,3.914052191,380.0050671,4.510816523,437.9433517
562,562,562,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,20,11.90317378,0.999557299,8.289179767,804.7747347,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.70607016,6.062767962,588.6182488,3.914052191,380.0050671,4.510816523,437.9433517
563,563,563,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,22,11.26405232,0.998717491,7.844105812,761.563671,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.066948704,5.617694006,545.4071851,3.914052191,380.0050671,4.510816523,437.9433517
564,564,564,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,24,10.7566051,0.998889614,7.490727685,727.255115,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.559501481,5.26431588,511.0986291,3.914052191,380.0050671,4.510816523,437.9433517
565,565,565,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,26,11.13880333,0.999625252,7.756884415,753.0955742,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.941699708,5.53047261,536.9390883,3.914052191,380.0050671,4.510816523,437.9433517
566,566,566,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,28,12.18542231,0.998387137,8.485733129,823.8575853,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.988318691,6.259321323,607.7010994,3.914052191,380.0050671,4.510816523,437.9433517
567,567,567,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,30,10.63160109,0.99918473,7.403676895,718.803582,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.434497475,5.17726509,502.6470961,3.914052191,380.0050671,4.510816523,437.9433517
568,568,568,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,32,12.00579467,0.998846366,8.360643317,811.7129434,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.808691055,6.134231512,595.5564575,3.914052191,380.0050671,4.510816523,437.9433517
569,569,569,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,34,10.44870336,0.999090242,7.276309841,706.4378487,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.251599744,5.049898036,490.2813627,3.914052191,380.0050671,4.510816523,437.9433517
570,570,570,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,36,10.40754071,0.99952279,7.247644833,703.6548382,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.210437098,5.021233028,487.4983522,3.914052191,380.0050671,4.510816523,437.9433517
571,571,571,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,38,10.72010642,0.999038442,7.465310588,724.7874357,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.523002801,5.238898783,508.6309498,3.914052191,380.0050671,4.510816523,437.9433517
572,572,572,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,40,10.46961178,0.999448821,7.290870129,707.8514688,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.272508162,5.064458324,491.6949829,3.914052191,380.0050671,4.510816523,437.9433517
573,573,573,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,42,11.76962168,0.996721158,8.196176222,795.7452642,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.57251806,5.969764416,579.5887783,3.914052191,380.0050671,4.510816523,437.9433517
574,574,574,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,44,9.726901497,0.999146064,6.773658572,657.6367546,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.52979788,4.547246767,441.4802686,3.914052191,380.0050671,4.510816523,437.9433517
575,575,575,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,46,11.40410392,0.99806966,7.941635506,771.0325734,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.207000305,5.7152237,554.8760874,3.914052191,380.0050671,4.510816523,437.9433517
576,576,576,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,48,11.87634345,0.996310117,8.27049556,802.960734,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.679239838,6.044083755,586.8042481,3.914052191,380.0050671,4.510816523,437.9433517
577,577,577,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,50,9.782883999,0.99848922,6.812643891,661.421737,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.585780382,4.586232086,445.265251,3.914052191,380.0050671,4.510816523,437.9433517
578,578,578,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,52,10.59119452,0.997618961,7.375538403,716.0716896,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.3940909,5.149126597,499.9152036,3.914052191,380.0050671,4.510816523,437.9433517
579,579,579,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,54,12.6129598,0.998486752,8.783463398,852.7634367,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,9.415856183,6.557051592,636.6069507,3.914052191,380.0050671,4.510816523,437.9433517
580,580,580,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,56,12.02646585,0.995624664,8.375038394,813.1105237,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.829362232,6.148626589,596.9540377,3.914052191,380.0050671,4.510816523,437.9433517
581,581,581,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,58,13.54198277,0.997865562,9.430420132,915.5747701,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,10.34487916,7.204008327,699.4182842,3.914052191,380.0050671,4.510816523,437.9433517
582,582,582,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,60,11.15024895,0.997127313,7.764854966,753.8694141,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.953145334,5.53844316,537.7129282,3.914052191,380.0050671,4.510816523,437.9433517
583,583,583,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,62,12.73602846,0.997918968,8.869166441,861.0841205,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,9.53892484,6.642754636,644.9276345,3.914052191,380.0050671,4.510816523,437.9433517
584,584,584,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,64,12.77328191,0.996958268,8.895109147,863.6028298,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,9.57617829,6.668697342,647.4463439,3.914052191,380.0050671,4.510816523,437.9433517
585,585,585,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,66,11.20206307,0.997057697,7.800937488,757.3725716,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.004959451,5.574525683,541.2160857,3.914052191,380.0050671,4.510816523,437.9433517
586,586,586,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,68,9.69254053,0.998469003,6.749730144,655.3136062,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.495436913,4.523318339,439.1571203,3.914052191,380.0050671,4.510816523,437.9433517
587,587,587,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,70,10.68928955,0.997090152,7.443850213,722.7039042,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.492185931,5.217438408,506.5474182,3.914052191,380.0050671,4.510816523,437.9433517
588,588,588,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,72,11.15212163,0.996363455,7.766159066,753.9960258,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.955018008,5.539747261,537.8395399,3.914052191,380.0050671,4.510816523,437.9433517
589,589,589,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,74,11.6074346,0.998888422,8.083231737,784.7797803,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.410330984,5.856819932,568.6232944,3.914052191,380.0050671,4.510816523,437.9433517
590,590,590,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,76,11.74649388,0.998638385,8.180070397,794.181592,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.549390268,5.953658592,578.025106,3.914052191,380.0050671,4.510816523,437.9433517
591,591,591,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,78,11.27496172,0.99506204,7.851702939,762.3012562,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.077858098,5.625291134,546.1447703,3.914052191,380.0050671,4.510816523,437.9433517
592,592,592,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,80,11.89101036,0.996802072,8.280709359,803.9523649,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.693906743,6.054297554,587.795879,3.914052191,380.0050671,4.510816523,437.9433517
593,593,593,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,82,12.55818248,0.994836565,8.745317345,849.0599364,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,9.361078859,6.51890554,632.9034505,3.914052191,380.0050671,4.510816523,437.9433517
594,594,594,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,84,11.4030503,0.995830905,7.94090178,770.9613378,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.205946682,5.714489974,554.8048519,3.914052191,380.0050671,4.510816523,437.9433517
595,595,595,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,86,11.23893054,0.995682954,7.826611404,759.8651849,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.041826922,5.600199599,543.708699,3.914052191,380.0050671,4.510816523,437.9433517
596,596,596,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,88,9.74775602,0.994348433,6.788181328,659.0467309,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.550652403,4.561769523,442.8902449,3.914052191,380.0050671,4.510816523,437.9433517
597,597,597,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,90,10.74953165,0.998029912,7.485801847,726.7768783,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.552428031,5.259390042,510.6203924,3.914052191,380.0050671,4.510816523,437.9433517
598,598,598,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,92,10.63741997,0.997672716,7.407729067,719.1969968,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.440316351,5.181317261,503.0405108,3.914052191,380.0050671,4.510816523,437.9433517
599,599,599,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,94,9.602778156,0.996795601,6.687221063,649.2447634,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.405674539,4.460809258,433.0882775,3.914052191,380.0050671,4.510816523,437.9433517
600,600,600,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,96,10.32656946,0.998707877,7.191257749,698.180364,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.129465846,4.964845944,482.023878,3.914052191,380.0050671,4.510816523,437.9433517
601,601,601,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,98,11.264901,0.998579363,7.844696819,761.6210503,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.067797384,5.618285013,545.4645644,3.914052191,380.0050671,4.510816523,437.9433517
602,602,602,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,100,11.85488525,0.991208831,8.255552413,801.509943,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.657781637,6.029140608,585.353457,3.914052191,380.0050671,4.510816523,437.9433517
603,603,603,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,102,11.45082214,0.998431489,7.974169326,774.1911967,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.253718524,5.74775752,558.0347107,3.914052191,380.0050671,4.510816523,437.9433517
604,604,604,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,104,10.03307261,0.993287817,6.986871234,678.337013,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.835968989,4.760459429,462.1805271,3.914052191,380.0050671,4.510816523,437.9433517
605,605,605,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,106,10.51836708,0.995309096,7.32482254,711.1478194,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.321263462,5.098410735,494.9913335,3.914052191,380.0050671,4.510816523,437.9433517
606,606,606,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,108,10.83292303,0.997727791,7.543874269,732.4149776,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.63581941,5.317462464,516.2584916,3.914052191,380.0050671,4.510816523,437.9433517
607,607,607,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,110,10.61199378,0.997512133,7.390022677,717.4779298,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.414890164,5.163610872,501.3214439,3.914052191,380.0050671,4.510816523,437.9433517
608,608,608,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,112,12.09852059,0.998282551,8.425216161,817.9821515,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.901416971,6.198804356,601.8256656,3.914052191,380.0050671,4.510816523,437.9433517
609,609,609,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,114,11.57355688,0.998695846,8.059639833,782.4893042,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.376453261,5.833228028,566.3328182,3.914052191,380.0050671,4.510816523,437.9433517
610,610,610,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,116,12.07675026,0.996436897,8.410055655,816.5102578,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.879646646,6.18364385,600.3537718,3.914052191,380.0050671,4.510816523,437.9433517
611,611,611,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,118,11.61243058,0.99717775,8.086710859,785.1175591,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.415326966,5.860299054,568.9610732,3.914052191,380.0050671,4.510816523,437.9433517
612,612,612,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,120,9.464024495,0.997619066,6.590595234,639.8636149,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.266920878,4.364183428,423.707129,3.914052191,380.0050671,4.510816523,437.9433517
613,613,613,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,122,10.32085314,0.997334783,7.187276995,697.793883,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.123749526,4.96086519,481.6373971,3.914052191,380.0050671,4.510816523,437.9433517
614,614,614,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,124,10.36301561,0.995879712,7.216638262,700.6444915,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,7.165911992,4.990226457,484.4880055,3.914052191,380.0050671,4.510816523,437.9433517
615,615,615,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,126,7.952204991,0.994841064,5.53778832,537.6493515,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,4.755101374,3.311376515,321.4928656,3.914052191,380.0050671,4.510816523,437.9433517
616,616,616,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,128,8.926693015,0.995024906,6.216406188,603.5345814,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,5.729589398,3.989994383,387.3780954,3.914052191,380.0050671,4.510816523,437.9433517
617,617,617,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,130,11.52339004,0.994382175,8.024704452,779.0975196,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,8.326286426,5.798292647,562.9410336,3.914052191,380.0050671,4.510816523,437.9433517
618,618,618,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,132,9.894087681,0.995419595,6.890084355,668.9402287,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,6.696984064,4.66367255,452.7837427,3.914052191,380.0050671,4.510816523,437.9433517
619,619,619,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,134,8.744939384,0.998845658,6.089835868,591.2462008,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,5.547835767,3.863424063,375.0897148,3.914052191,380.0050671,4.510816523,437.9433517
620,620,620,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,136,8.630781478,0.995197259,6.010338129,583.5279736,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,5.433677861,3.783926323,367.3714877,3.914052191,380.0050671,4.510816523,437.9433517
621,621,621,9,a,O2R3P4,F,NOC,5,78,10.3,0.0103,5-Aug,28,Monday,138,8.239054045,0.996446168,5.737545412,557.0432439,6.140463996,596.161553,6.737228328,654.0998377,5,3.197103617,5.041950428,3.511133607,340.8867579,3.914052191,380.0050671,4.510816523,437.9433517
622,622,622,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,3,13.68735155,0.996462247,9.497488995,818.7490513,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,11.36982033,7.889381887,680.1191282,4.219653636,363.7632445,4.381040781,377.6759294
623,623,623,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,5,13.54520862,0.998168053,9.398857715,810.2463548,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,11.22767739,7.790750607,671.6164317,4.219653636,363.7632445,4.381040781,377.6759294
624,624,624,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,7,11.56781074,0.996668368,8.026765058,691.962505,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,9.250279512,6.41865795,553.3325819,4.219653636,363.7632445,4.381040781,377.6759294
625,625,625,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,9,13.24310887,0.990736055,9.189234327,792.175373,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,10.92557764,7.581127219,653.5454499,4.219653636,363.7632445,4.381040781,377.6759294
626,626,626,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,11,11.38169863,0.997078027,7.897624098,680.8296637,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,9.064167402,6.28951699,542.1997405,4.219653636,363.7632445,4.381040781,377.6759294
627,627,627,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,13,11.14770164,0.998082292,7.735256395,666.8324479,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.830170413,6.127149287,528.2025248,4.219653636,363.7632445,4.381040781,377.6759294
628,628,628,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,15,12.32592837,0.997219177,8.552813782,737.3115329,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,10.00839714,6.944706674,598.6816098,4.219653636,363.7632445,4.381040781,377.6759294
629,629,629,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,17,12.04901166,0.998390408,8.360664601,720.7469483,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,9.73148043,6.752557493,582.1170252,4.219653636,363.7632445,4.381040781,377.6759294
630,630,630,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,19,10.68345134,0.999276896,7.41311868,639.0619552,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.365920108,5.805011572,500.4320321,4.219653636,363.7632445,4.381040781,377.6759294
631,631,631,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,21,9.731869386,0.998303652,6.752827385,582.1402918,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,7.414338159,5.144720276,443.5103687,4.219653636,363.7632445,4.381040781,377.6759294
632,632,632,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,23,10.93083532,0.997722765,7.584775461,653.8599535,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.613304097,5.976668353,515.2300304,4.219653636,363.7632445,4.381040781,377.6759294
633,633,633,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,25,9.911280047,0.991076901,6.877318289,592.8722663,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,7.59374882,5.269211181,454.2423432,4.219653636,363.7632445,4.381040781,377.6759294
634,634,634,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,27,10.46187045,0.997594721,7.259366364,625.8074452,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.144339225,5.651259256,487.1775221,4.219653636,363.7632445,4.381040781,377.6759294
635,635,635,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,29,9.948742177,0.999281786,6.903312811,595.1131734,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,7.63121095,5.295205703,456.4832503,4.219653636,363.7632445,4.381040781,377.6759294
636,636,636,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,31,10.75688703,0.995324115,7.464074828,643.4547266,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.439355804,5.85596772,504.8248035,4.219653636,363.7632445,4.381040781,377.6759294
637,637,637,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,33,11.05934991,0.995077205,7.673950192,661.5474303,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.741818685,6.065843084,522.9175072,4.219653636,363.7632445,4.381040781,377.6759294
638,638,638,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,35,10.19326882,0.997735113,7.072986916,609.7402514,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,7.875737595,5.464879808,471.1103283,4.219653636,363.7632445,4.381040781,377.6759294
639,639,639,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,37,8.856479874,0.999255215,6.145405107,529.7763023,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,6.538948647,4.537297999,391.1463792,4.219653636,363.7632445,4.381040781,377.6759294
640,640,640,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,39,11.20110572,0.99422898,7.772312848,670.0269696,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.883574495,6.16420574,531.3970465,4.219653636,363.7632445,4.381040781,377.6759294
641,641,641,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,41,9.397265418,0.998318932,6.520649706,562.1249747,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,7.079734191,4.912542598,423.4950516,4.219653636,363.7632445,4.381040781,377.6759294
642,642,642,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,43,9.983692591,0.987330931,6.927564484,597.2038349,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,7.666161364,5.319457376,458.5739117,4.219653636,363.7632445,4.381040781,377.6759294
643,643,643,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,45,8.859653476,0.999223851,6.147607231,529.9661406,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,6.542122249,4.539500123,391.3362175,4.219653636,363.7632445,4.381040781,377.6759294
644,644,644,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,47,9.241876116,0.994510273,6.412826934,552.8299081,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,6.924344889,4.804719826,414.199985,4.219653636,363.7632445,4.381040781,377.6759294
645,645,645,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,49,10.77677703,0.997048372,7.477876257,644.6445049,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.459245799,5.869769149,506.0145818,4.219653636,363.7632445,4.381040781,377.6759294
646,646,646,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,51,10.60229665,0.995571806,7.356806419,634.2074499,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.284765424,5.748699311,495.5775268,4.219653636,363.7632445,4.381040781,377.6759294
647,647,647,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,53,10.77409456,0.996980023,7.476014929,644.4840456,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,8.456563337,5.867907821,505.8541225,4.219653636,363.7632445,4.381040781,377.6759294
648,648,648,10,b,P2G3R4,F,NOC,5,72,11.6,0.0116,5-Aug,28,Monday,55,16.57599703,0.998309529,11.50188543,991.5418474,5.827760744,502.3931676,5.989147889,516.3058525,5,2.317531227,14.25846581,9.893778321,852.9119243,4.219653636,363.7632445,4.381040781,377.6759294
